date,pm25,pm10,no2,so2,co,o3,month,dayofweek,is_winter,pm25_lag1,pm25_lag7,pm25_lag14,pm25_roll3,pm25_roll7,pm25_roll14,pm25_std7,pm10_roll7,no2_roll7,so2_roll7,co_roll7,o3_roll7,pm25_tomorrow,unsafe_tomorrow,isoforest_flag,ocsvm_flag,is_high_pm25
2015-12-29,255.0,195.0,36.0,13.0,13.0,52.0,12,1,1,276.0,313.0,197.0,255.0,282.42857142857144,273.2142857142857,70.0829440564463,278.0,38.285714285714285,11.571428571428571,11.714285714285714,43.57142857142857,236.0,1,-1,-1,0
2015-12-30,236.0,307.0,44.0,14.0,17.0,71.0,12,2,1,255.0,275.0,213.0,255.66666666666666,276.85714285714283,274.85714285714283,72.28745527735869,228.85714285714286,37.57142857142857,11.428571428571429,12.285714285714286,50.285714285714285,269.0,1,-1,-1,0
2015-12-31,269.0,301.25,41.5,12.75,17.0,72.0,12,3,1,236.0,432.0,239.0,253.33333333333334,253.57142857142858,277.0,24.32322033816724,243.89285714285714,38.92857142857143,13.107142857142858,13.571428571428571,59.285714285714285,311.75,1,-1,-1,0
2016-01-03,311.75,284.0,34.0,9.0,17.0,75.0,1,6,1,269.0,285.0,278.0,272.25,257.39285714285717,279.4107142857143,31.210260446571656,256.4642857142857,38.642857142857146,12.535714285714286,14.285714285714286,62.142857142857146,326.0,1,-1,-1,1
2016-01-04,326.0,510.0,83.0,15.0,17.0,49.0,1,0,1,311.75,220.0,294.0,302.25,272.5357142857143,281.69642857142856,35.46842156864863,295.75,45.07142857142857,12.821428571428571,14.857142857142858,59.57142857142857,349.0,1,-1,-1,1
2016-01-05,349.0,499.0,82.0,16.0,15.0,60.0,1,1,1,326.0,234.0,276.0,328.9166666666667,288.9642857142857,286.9107142857143,40.86676231247934,331.89285714285717,50.642857142857146,13.392857142857142,15.285714285714286,63.285714285714285,394.0,1,-1,-1,1
2016-01-06,394.0,495.0,66.0,15.0,18.0,30.0,1,2,1,349.0,276.0,235.0,356.3333333333333,305.82142857142856,298.26785714285717,56.118682696753815,370.17857142857144,55.214285714285715,13.535714285714286,16.285714285714285,58.42857142857143,373.0,1,-1,-1,1
2016-01-07,373.0,654.0,69.0,14.0,17.0,23.0,1,3,1,394.0,255.0,313.0,372.0,322.67857142857144,302.55357142857144,56.031002260227076,435.75,59.92857142857143,13.678571428571429,16.857142857142858,54.285714285714285,468.0,1,-1,-1,1
2016-01-08,468.0,462.0,38.0,5.0,11.0,21.0,1,4,1,373.0,236.0,275.0,411.6666666666667,355.82142857142856,316.3392857142857,64.22984675589306,457.89285714285717,59.07142857142857,12.392857142857142,16.0,47.142857142857146,401.0,1,-1,-1,1
2016-01-09,401.0,175.0,32.0,7.0,12.0,44.0,1,5,1,468.0,269.0,432.0,414.0,374.67857142857144,314.125,52.86277720935092,439.85714285714283,57.714285714285715,11.571428571428571,15.285714285714286,43.142857142857146,233.0,1,-1,-1,1
2016-01-10,233.0,311.0,34.0,18.0,11.0,67.0,1,6,1,401.0,311.75,285.0,367.3333333333333,363.42857142857144,310.4107142857143,73.02250142446158,443.7142857142857,57.714285714285715,12.857142857142858,14.428571428571429,42.0,262.0,1,-1,-1,0
2016-01-11,262.0,383.0,47.0,12.0,15.0,62.0,1,0,1,233.0,326.0,220.0,298.6666666666667,354.2857142857143,313.4107142857143,81.9506239262677,425.57142857142856,52.57142857142857,12.428571428571429,14.142857142857142,43.857142857142854,283.0,1,-1,-1,0
2016-01-12,283.0,288.0,47.0,15.0,13.0,57.0,1,1,1,262.0,349.0,234.0,259.3333333333333,344.85714285714283,316.9107142857143,86.33930848967928,395.42857142857144,47.57142857142857,12.285714285714286,13.857142857142858,43.42857142857143,243.0,1,-1,-1,0
2016-01-13,243.0,366.0,43.0,8.0,10.0,45.0,1,2,1,283.0,394.0,276.0,262.6666666666667,323.2857142857143,314.55357142857144,90.76474037443148,377.0,44.285714285714285,11.285714285714286,12.714285714285714,45.57142857142857,327.0,1,-1,-1,0
2016-01-14,327.0,212.0,30.0,4.0,9.0,28.0,1,3,1,243.0,373.0,255.0,284.3333333333333,316.7142857142857,319.69642857142856,88.19432008490095,313.85714285714283,38.714285714285715,9.857142857142858,11.571428571428571,46.285714285714285,266.0,1,-1,-1,1
2016-01-15,266.0,169.0,25.0,5.0,6.0,24.0,1,4,1,327.0,468.0,236.0,278.6666666666667,287.85714285714283,321.8392857142857,58.487686941863636,272.0,36.857142857142854,9.857142857142858,10.857142857142858,46.714285714285715,227.0,1,-1,-1,0
2016-01-16,227.0,137.0,24.0,5.0,6.0,29.0,1,5,1,266.0,401.0,269.0,273.3333333333333,263.0,318.8392857142857,34.40445707559755,266.57142857142856,35.714285714285715,9.571428571428571,10.0,44.57142857142857,194.0,1,-1,-1,0
2016-01-17,194.0,201.0,36.0,8.0,9.0,35.0,1,6,1,227.0,233.0,311.75,229.0,257.42857142857144,310.42857142857144,42.31964533112675,250.85714285714286,36.0,8.142857142857142,9.714285714285714,40.0,235.0,1,-1,-1,0
2016-01-18,235.0,350.0,42.0,7.0,9.0,30.0,1,0,1,194.0,262.0,326.0,218.66666666666666,253.57142857142858,303.92857142857144,43.05754731696134,246.14285714285714,35.285714285714285,7.428571428571429,8.857142857142858,35.42857142857143,340.0,1,-1,-1,0
2016-01-19,340.0,349.0,33.0,4.0,8.0,8.0,1,1,1,235.0,283.0,349.0,256.3333333333333,261.7142857142857,303.2857142857143,53.63989275938259,254.85714285714286,33.285714285714285,5.857142857142857,8.142857142857142,28.428571428571427,342.0,1,-1,-1,1
2016-01-20,342.0,316.0,33.0,9.0,9.0,21.0,1,2,1,340.0,243.0,394.0,305.6666666666667,275.85714285714283,299.57142857142856,60.49635959137928,247.71428571428572,31.857142857142858,6.0,8.0,25.0,333.0,1,-1,-1,1
2016-01-21,333.0,210.0,30.0,5.0,7.0,33.0,1,3,1,342.0,327.0,373.0,338.3333333333333,276.7142857142857,296.7142857142857,61.3778306494946,247.42857142857142,31.857142857142858,6.142857142857143,7.714285714285714,25.714285714285715,249.0,1,-1,-1,1
2016-01-22,249.0,421.0,56.0,11.0,3.0,14.0,1,4,1,333.0,266.0,468.0,308.0,274.2857142857143,281.07142857142856,62.203200040175126,283.42857142857144,36.285714285714285,7.0,7.285714285714286,24.285714285714285,363.0,1,-1,-1,0
2016-01-23,363.0,389.0,54.0,7.0,10.0,58.0,1,5,1,249.0,227.0,401.0,315.0,293.7142857142857,278.35714285714283,66.09012605453763,319.42857142857144,40.57142857142857,7.285714285714286,7.857142857142857,28.428571428571427,367.0,1,-1,-1,1
2016-01-24,367.0,338.0,35.0,5.0,8.0,16.0,1,6,1,363.0,194.0,233.0,326.3333333333333,318.42857142857144,287.92857142857144,53.789271367862796,339.0,40.42857142857143,6.857142857142857,7.714285714285714,25.714285714285715,360.0,1,-1,-1,1
2016-01-25,360.0,254.0,33.0,5.0,9.0,34.0,1,0,1,367.0,235.0,262.0,363.3333333333333,336.2857142857143,294.92857142857144,40.610812540971565,325.2857142857143,39.142857142857146,6.571428571428571,7.714285714285714,26.285714285714285,268.0,1,-1,-1,1
2016-01-26,268.0,428.0,49.0,7.0,11.0,46.0,1,1,1,360.0,340.0,283.0,331.6666666666667,326.0,293.85714285714283,47.96526521000925,336.57142857142856,41.42857142857143,7.0,8.142857142857142,31.714285714285715,379.0,1,-1,-1,0
2016-01-27,379.0,403.0,56.0,8.0,13.0,67.0,1,2,1,268.0,342.0,243.0,335.6666666666667,331.2857142857143,303.57142857142856,51.89962840494406,349.0,44.714285714285715,6.857142857142857,8.714285714285714,38.285714285714285,344.0,1,-1,-1,1
2016-01-28,344.0,402.0,51.0,12.0,9.0,53.0,1,3,1,379.0,333.0,327.0,330.3333333333333,332.85714285714283,304.7857142857143,52.1262204379207,376.42857142857144,47.714285714285715,7.857142857142857,9.0,41.142857142857146,365.0,1,-1,-1,1
2016-01-29,365.0,427.0,57.0,14.0,13.0,54.0,1,4,1,344.0,249.0,266.0,362.6666666666667,349.42857142857144,311.85714285714283,37.375826157453645,377.2857142857143,47.857142857142854,8.285714285714286,10.428571428571429,46.857142857142854,365.0,1,-1,-1,1
2016-01-30,365.0,433.0,70.0,15.0,11.0,71.0,1,5,1,365.0,363.0,227.0,358.0,349.7142857142857,321.7142857142857,37.50428546941326,383.57142857142856,50.142857142857146,9.428571428571429,10.571428571428571,48.714285714285715,372.0,1,-1,-1,1
2016-01-31,372.0,236.0,41.0,3.0,9.0,17.0,1,6,1,365.0,367.0,194.0,367.3333333333333,350.42857142857144,334.42857142857144,37.93352581756927,369.0,51.0,9.142857142857142,10.714285714285714,48.857142857142854,263.0,1,-1,-1,1
2016-02-01,263.0,142.0,35.0,4.0,7.0,47.0,2,0,1,372.0,360.0,235.0,333.3333333333333,336.57142857142856,336.42857142857144,49.73549082515307,353.0,51.285714285714285,9.0,10.428571428571429,50.714285714285715,198.0,1,-1,-1,0
2016-02-02,198.0,181.0,38.0,11.0,8.0,54.0,2,1,1,263.0,268.0,340.0,277.6666666666667,326.57142857142856,326.2857142857143,69.09138186213173,317.7142857142857,49.714285714285715,9.571428571428571,10.0,51.857142857142854,218.0,1,-1,-1,0
